# TBJD-2450000      FLUX           FLUX_ERR
  1366.9148001      4.6734420      0.6955379
  1366.9161890      6.3148230      0.6959610
  1366.9175779      6.8341753      0.6961735
  1366.9189668      5.5003923      0.6957077
  1366.9203557      7.7275572      0.6964060
  1366.9217446      6.5851019      0.6962160
  1366.9231335      8.3673130      0.6964735
  1366.9245224      6.1372728      0.6959652
  1366.9259113      5.8650770      0.6960086
  1366.9273003      5.9604414      0.6958952
  1366.9286892      5.4089815      0.6955989
  1366.9300781      5.2395780      0.6955092
  1366.9314670      3.7448376      0.6952490
  1366.9328559      4.4207744      0.6954004
  1366.9342448      4.7159726      0.6954952
  1366.9356337      3.8666188      0.6953075
  1366.9370226      2.5035436      0.6948136
  1366.9384115      3.1892444      0.6950442
  1366.9398004      3.0861527      0.6948538
  1366.9411893      3.5226602      0.6951432
  1366.9425782      3.9715675      0.6949722
  1366.9439671      3.9906764      0.6953652
  1366.9453560      4.6885972      0.6953796
  1366.9467449      5.0416610      0.6958097
  1366.9481338      4.1467217      0.6955629
  1366.9495227      5.4310255      0.6957538
  1366.9509116      4.9416842      0.6954843
  1366.9523005      3.4671309      0.6951519
  1366.9536894      3.0683018      0.6952012
  1366.9550783      2.4788040      0.6947687
  1366.9564672      1.2998682      0.6945709
  1366.9578561      0.0355717      0.6941614
  1366.9592450     -0.6448578      0.6938126
  1366.9606339      0.5016709      0.6942911
  1366.9620228     -0.2864028      0.6941103
  1366.9634118     -0.1659993      0.6937872
  1366.9648007     -0.7268040      0.6940390
  1366.9661896      0.8512005      0.6942041
  1366.9675785      0.5079607      0.6941692
  1366.9689674      0.7754840      0.6943189
  1366.9703563      2.9425071      0.6948941
  1366.9717452      3.7608914      0.6950469
  1366.9731341      5.1576317      0.6954977
  1366.9745230      5.7195146      0.6956880
  1366.9759119      6.1315222      0.6957669
  1366.9773008      6.9751852      0.6959659
  1366.9786897      7.2615178      0.6961995
  1366.9800786      5.8562115      0.6954334
  1366.9814675      7.1875985      0.6960553
  1366.9828564      4.3805201      0.6950761
  1366.9842453      4.2223183      0.6952902
  1366.9856342      3.3318716      0.6948459
  1366.9870231      2.3392917      0.6946123
  1366.9884120      2.0786571      0.6945498
  1366.9898009      1.2068400      0.6941514
  1366.9911898      1.6532913      0.6942472
  1366.9925787      0.6682590      0.6939599
  1366.9939676     -0.1226900      0.6939921
  1366.9953565     -0.1257450      0.6937799
  1366.9967454      0.1404006      0.6938700
  1366.9981344     -1.1400096      0.6934544
  1366.9995233     -1.9577349      0.6931247
  1367.0009122     -2.6204333      0.6930587
  1367.0023011     -3.2070559      0.6930351
  1367.0036900     -1.2791026      0.6935440
  1367.0050789     -0.3001803      0.6936669
  1367.0064678      1.4291971      0.6943640
  1367.0078567      1.3473107      0.6940374
  1367.0092456      3.0441612      0.6947286
  1367.0106345      3.8458328      0.6949620
  1367.0120234      4.4917585      0.6950196
  1367.0134123      4.7453846      0.6948922
  1367.0148012      6.4638597      0.6957577
  1367.0161901      6.6196055      0.6955115
  1367.0175790      5.5142896      0.6953271
  1367.0189679      4.5979053      0.6950744
  1367.0203568      4.9483932      0.6952141
  1367.0217457      3.6896077      0.6947389
  1367.0231346      4.7160924      0.6951750
  1367.0245235      2.3086217      0.6942986
  1367.0259124     -0.0752474      0.6940258
  1367.0273013      0.4794472      0.6937345
  1367.0286902     -1.1162883      0.6932757
  1367.0300791     -2.3671068      0.6930587
  1367.0314680     -3.4938677      0.6927179
  1367.0328569     -3.6056453      0.6925997
  1367.0342459     -4.9169051      0.6922392
  1367.0356348     -4.5919355      0.6922649
  1367.0370237     -5.8186733      0.6919507
  1367.0384126     -4.4726103      0.6924443
  1367.0398015     -5.7835107      0.6920310
  1367.0411904     -3.4993788      0.6925134
  1367.0425793     -2.9466010      0.6928283
  1367.0439682     -4.0474243      0.6923674
  1367.0453571     -3.4775743      0.6924310
  1367.0467460     -3.1436194      0.6927812
  1367.0481349     -1.0357198      0.6933532
  1367.0495238      0.8517396      0.6938535
  1367.0509127      0.2609239      0.6937556
  1367.0523016      1.1831187      0.6940290
  1367.0536905      2.3974567      0.6942670
  1367.0550794      0.9049328      0.6939227
  1367.0564683      0.3927687      0.6938120
  1367.0578572      0.8453300      0.6936932
  1367.0592461      0.1187160      0.6935394
  1367.0606350      0.2448102      0.6935090
  1367.0620239      1.7309246      0.6942761
  1367.0634128     -1.7743143      0.6932274
  1367.0648017     -1.4681540      0.6931595
  1367.0661906     -1.8852532      0.6930955
  1367.0675795     -2.2827045      0.6928104
  1367.0689684     -3.0524482      0.6925821
  1367.0703574     -4.3281860      0.6921309
  1367.0717463     -5.6087160      0.6919336
  1367.0731352     -6.1506515      0.6915966
  1367.0745241     -6.1840170      0.6917322
  1367.0759130     -5.9107430      0.6918523
  1367.0773019     -7.0098292      0.6913508
  1367.0786908     -5.9988592      0.6914409
  1367.0800797     -6.6842605      0.6914748
  1367.0814686     -6.2278055      0.6914279
  1367.0828575     -5.9610010      0.6915756
  1367.0842464     -6.0012553      0.6916261
  1367.0856353     -5.7228297      0.6916113
  1367.0870242     -3.3832882      0.6922306
  1367.0884131     -3.7496503      0.6924589
  1367.0898020     -2.4372523      0.6923510
  1367.0911909     -1.9597117      0.6927733
  1367.0925798     -1.3749461      0.6928220
  1367.0939687     -0.6716341      0.6931320
  1367.0953576     -0.7702930      0.6930055
  1367.0967465      0.5884094      0.6933844
  1367.0981354      0.3816868      0.6932241
  1367.0995243     -0.1786986      0.6931043
  1367.1009132      1.0445049      0.6933250
  1367.1023021     -0.8326513      0.6931759
  1367.1036910      0.5763091      0.6930159
  1367.1050799      0.1163199      0.6929594
  1367.1064689     -2.1333683      0.6922984
  1367.1078578     -2.0211714      0.6921287
  1367.1092467     -2.3698623      0.6922282
  1367.1106356     -4.4775223      0.6915606
  1367.1120245     -3.8702934      0.6918497
  1367.1134134     -4.6058329      0.6913601
  1367.1148023     -5.7669777      0.6911457
  1367.1161912     -5.7227698      0.6910335
  1367.1175801     -6.4429145      0.6910070
  1367.1189690     -7.1540737      0.6907376
  1367.1203579     -7.0313341      0.6905219
  1367.1217468     -6.0296490      0.6907976
  1367.1231357     -6.9013462      0.6905947
  1367.1245246     -5.9428506      0.6908185
  1367.1259135     -4.2585796      0.6912619
  1367.1273024     -4.1295502      0.6911810
  1367.1286913     -2.2743182      0.6917164
  1367.1300802     -3.2422784      0.6912029
  1367.1314691     -1.1778678      0.6918673
  1367.1328580     -2.1563707      0.6915396
  1367.1342469     -1.7045881      0.6915818
  1367.1356358     -2.7344872      0.6912229
  1367.1370247     -0.9455071      0.6918355
  1367.1384136     -1.1338397      0.6915928
  1367.1398025      0.6412431      0.6920541
  1367.1411914     -1.0919680      0.6915273
  1367.1425804     -0.6165240      0.6914401
  1367.1439693     -0.3926694      0.6914977
  1367.1453582      0.2923126      0.6918771
  1367.1467471     -0.2964065      0.6914865
  1367.1481360     -1.2241123      0.6911857
  1367.1495249     -0.4525716      0.6913394
  1367.1509138     -0.5004934      0.6912466
  1367.1523027     -2.4473758      0.6907746
  1367.1536916     -2.2860591      0.6906767
  1367.1550805     -2.5912609      0.6906178
  1367.1564694     -4.3809599      0.6899252
  1368.6064844     -7.7510594      0.6803640
  1368.6078733     -6.4396797      0.6809716
  1368.6092622     -6.7710589      0.6810025
  1368.6106511     -7.3140127      0.6808220
  1368.6120400     -5.3912110      0.6814912
  1368.6134289     -4.2848767      0.6817854
  1368.6148178     -3.7600134      0.6820721
  1368.6162067     -2.3941227      0.6822580
  1368.6175956     -1.9362300      0.6826193
  1368.6189845      1.1316028      0.6834606
  1368.6203734     -0.3718234      0.6833025
  1368.6217623      1.4911360      0.6835901
  1368.6231512      0.8815110      0.6836385
  1368.6245401      0.7189363      0.6834383
  1368.6259290      1.7214601      0.6838739
  1368.6273179      0.7346307      0.6838426
  1368.6287068      0.7532004      0.6836136
  1368.6300957      1.9888636      0.6841234
  1368.6314846      0.8178349      0.6837764
  1368.6328735      0.6888055      0.6837586
  1368.6342624     -2.1600248      0.6827764
  1368.6356513     -2.1623011      0.6830242
  1368.6370402     -1.9570161      0.6831708
  1368.6384291     -4.7053305      0.6823002
  1368.6398180     -6.1516698      0.6821852
  1368.6412069     -8.5590806      0.6813997
  1368.6425958     -9.8484761      0.6811659
  1368.6439847     -9.3785431      0.6812111
  1368.6453736    -13.0794826      0.6802118
  1368.6467625    -11.9042607      0.6804221
  1368.6481514    -12.2935653      0.6801860
  1368.6495403    -13.7592531      0.6797954
  1368.6509292    -11.8830553      0.6805886
  1368.6523181    -10.6524239      0.6807813
  1368.6537070     -9.8498538      0.6811524
  1368.6550959     -8.5611172      0.6815048
  1368.6564848     -7.6020226      0.6819119
  1368.6578737     -5.7209129      0.6823997
  1368.6592626     -4.3739513      0.6826473
  1368.6606515     -3.6693214      0.6830810
  1368.6620405     -2.5205763      0.6833975
  1368.6634294     -0.2939505      0.6839830
  1368.6648183     -0.4292696      0.6842415
  1368.6662072     -1.3149241      0.6836790
  1368.6675961     -0.2350067      0.6840949
  1368.6689850     -0.1924162      0.6839566
  1368.6703739     -0.9552711      0.6838764
  1368.6717628     -1.7983351      0.6838086
  1368.6731517     -1.8243926      0.6838083
  1368.6745406     -2.2169918      0.6837173
  1368.6759295     -3.2962503      0.6833269
  1368.6773184     -5.8029789      0.6825818
  1368.6787073     -5.0395849      0.6828152
  1368.6800962     -7.1797119      0.6823218
  1368.6814851     -8.2567540      0.6819875
  1368.6828740     -8.0905253      0.6820352
  1368.6842629    -10.1562537      0.6817218
  1368.6856518     -9.7695249      0.6816239
  1368.6870407     -9.9110739      0.6814970
  1368.6884296     -8.8477494      0.6818059
  1368.6898185    -11.2605514      0.6812693
  1368.6912074     -9.2277692      0.6815578
  1368.6925963     -9.1612178      0.6818113
  1368.6939852     -8.2033212      0.6818808
  1368.6953741     -8.4915707      0.6820395
  1368.6967630     -8.6685818      0.6817833
  1368.6981519     -9.1912288      0.6816986
  1368.6995408     -8.5149925      0.6818448
  1368.7009297     -6.7086408      0.6825719
  1368.7023186     -7.1044148      0.6823967
  1368.7037075     -8.0458981      0.6821939
  1368.7050964     -6.2027065      0.6827461
  1368.7064853     -4.3020686      0.6831053
  1368.7078742     -2.6418783      0.6837440
  1368.7092631     -2.2439478      0.6837886
  1368.7106520     -1.0051098      0.6841211
  1368.7120409      0.5017308      0.6845823
  1368.7134298      0.3942063      0.6845238
  1368.7148187     -0.4115985      0.6843089
  1368.7162076     -0.1235286      0.6843344
  1368.7175965      0.2593664      0.6845062
  1368.7189854     -2.1821886      0.6838529
  1368.7203743     -2.6768612      0.6835349
  1368.7217632     -3.8296197      0.6830494
  1368.7231521     -3.4394765      0.6832602
  1368.7245410     -6.2466148      0.6825860
  1368.7259299     -7.1178329      0.6823961
  1368.7273188     -6.8807399      0.6825520
  1368.7287077     -7.0722473      0.6823515
  1368.7300966     -7.9367563      0.6822806
  1368.7314855     -8.0567405      0.6819675
  1368.7328744     -7.6564138      0.6821676
  1368.7342633     -9.2940809      0.6817609
  1368.7356522     -7.8581646      0.6820966
  1368.7370411     -8.0267893      0.6821241
  1368.7384300     -7.6237671      0.6819706
  1368.7398189     -6.2018080      0.6825178
  1368.7412078     -7.4079394      0.6823166
  1368.7425967     -6.2399058      0.6825771
  1368.7439856     -3.9357066      0.6831446
  1368.7453745     -3.1387074      0.6836347
  1368.7467634     -1.8745307      0.6839107
  1368.7481523     -1.5762176      0.6840653
  1368.7495412      1.1153094      0.6847699
  1368.7509301      2.9150719      0.6850685
  1368.7523190      4.0702265      0.6854689
  1368.7537079      4.3913624      0.6857104
  1368.7550968      4.1758341      0.6855137
  1368.7564857      4.2675445      0.6855738
  1368.7578746      4.6388784      0.6855948
  1368.7592635      2.2674090      0.6850136
  1368.7606524      1.0174291      0.6846270
  1368.7620413     -1.6454646      0.6838704
  1368.7634303     -1.3351112      0.6838697
  1368.7648192     -3.4639765      0.6833925
  1368.7662081     -3.0420252      0.6834497
  1368.7675970     -5.1777793      0.6829095
  1368.7689859     -5.4529103      0.6828589
  1368.7703748     -6.0334827      0.6827605
  1368.7717637     -6.1368740      0.6823932
  1368.7731526     -6.3716308      0.6825556
  1368.7745415     -6.5448681      0.6826612
  1368.7759304     -6.4690917      0.6825470
  1368.7773193     -5.6091952      0.6826552
  1368.7787082     -7.0569123      0.6821894
  1368.7800971     -5.8250829      0.6827997
  1368.7814860     -4.8750934      0.6830724
  1368.7828749     -4.4071971      0.6832385
  1368.7842638     -2.3010346      0.6836864
  1368.7856527     -1.2928801      0.6839393
  1368.7870416      1.6679674      0.6848925
  1368.7884305      2.8153946      0.6851772
  1368.7898194      2.9280108      0.6854120
  1368.7912083      5.7025024      0.6862638
  1368.7925972      7.9291881      0.6866217
  1368.7939861      6.6614173      0.6862885
  1368.7953750      7.6210510      0.6866286
  1368.7967639      6.9641632      0.6863192
  1368.7981528      6.7917646      0.6862833
  1368.7995417      6.3149428      0.6863889
  1368.8009306      4.9403663      0.6860257
  1368.8023195      2.5977099      0.6852715
  1368.8037084      2.0929737      0.6850209
  1368.8050973      0.9716638      0.6846521
  1368.8064862     -2.4930213      0.6837814
  1368.8078751     -4.2020918      0.6832412
  1368.8092640     -4.5393414      0.6830154
  1368.8106529     -6.1024901      0.6827931
  1368.8120418     -7.3089210      0.6824204
  1368.8134307     -7.6119065      0.6822341
  1368.8148196     -6.9429783      0.6826393
  1368.8162085     -7.9636524      0.6824542
  1368.8175974     -6.2014486      0.6826511
  1368.8189863     -4.8425066      0.6830961
  1368.8203752     -3.0168663      0.6835806
  1368.8217641     -0.7980278      0.6842278
  1368.8231530      0.6352529      0.6846134
  1368.8245419      3.0153482      0.6854477
  1368.8259308      4.6657146      0.6859124
  1368.8273197      5.1837491      0.6860522
  1368.8287086      6.4675737      0.6862504
  1368.8300975      6.9281020      0.6865802
  1368.8314864      6.5593439      0.6864024
  1368.8328753      7.0868429      0.6868387
  1368.8342642      6.5823464      0.6864774
  1368.8356531      4.8414677      0.6860078
  1368.8370420      5.2216073      0.6861365
  1368.8384309      4.3957352      0.6860127
  1368.8398198      3.8057582      0.6857456
  1368.8412087      2.7769973      0.6853773
  1368.8425976      1.5390578      0.6851425
  1368.8439865      3.2627444      0.6855525
  1368.8453754      1.0339622      0.6847099
  1368.8467643      0.3220840      0.6845870
  1368.8481532      0.9832849      0.6847855
  1368.8495421      1.5878781      0.6849756
  1368.8509310      0.7648214      0.6847006
  1368.8523199      0.1518419      0.6845034
  1368.8537088      0.1116475      0.6845415
  1368.8550977      0.0008883      0.6844925
  1368.8564866      0.6077578      0.6847981
  1368.8578755      0.8246638      0.6847325
  1368.8592644      0.9049328      0.6848108
  1368.8606533      2.2620777      0.6851443
  1368.8620422      2.2417109      0.6850747
  1368.8634311      3.8652411      0.6855703
  1368.8648200      5.7222701      0.6862883
  1368.8662089      6.0984561      0.6863867
  1368.8675978      5.3777125      0.6862317
  1368.8689867      7.4795620      0.6865207
  1368.8703756      7.3165081      0.6867459
  1368.8717645      7.5562368      0.6869285
  1368.8731534      7.5030436      0.6868059
  1368.8745423      9.4390837      0.6872021
  1368.8759312      7.0340092      0.6866507
  1368.8773201     10.6947543      0.6875362
  1368.8787090      8.8944527      0.6870795
  1368.8800979      6.9321754      0.6867336
  1368.8814868      7.7498408      0.6870084
  1368.8828757      7.7357039      0.6870048
  1368.8842646      9.0116214      0.6870050
  1368.8856535      6.7383318      0.6866148
  1368.8870424      7.0473075      0.6866343
  1368.8884313      8.1366894      0.6869926
  1368.8898202      7.1048136      0.6866925
  1368.8912091      6.6732779      0.6862585
  1368.8925980      5.5703581      0.6862640
  1368.8939869      4.4193966      0.6860836
  1368.8953758      4.4147841      0.6858725
  1368.8967647      4.1722999      0.6858884
  1368.8981536      1.6258561      0.6850964
  1368.8995426      2.7415351      0.6855046
  1368.9009315      2.2690263      0.6852428
  1368.9023204      3.4307103      0.6856502
  1368.9037093      4.1260554      0.6857421
  1368.9050982      4.5265018      0.6859627
  1368.9064871      4.2624528      0.6859518
  1368.9078760      6.0174683      0.6864657
  1368.9092649      7.3671854      0.6867845
  1368.9106538      9.1247168      0.6871473
  1368.9120427      9.4432769      0.6872342
  1368.9134316     10.9743779      0.6878308
  1368.9148205     11.0118767      0.6876805
  1368.9162094     11.8883661      0.6879429
  1368.9175983     11.4326300      0.6878002
  1368.9189872     12.5549582      0.6881228
  1368.9203761     10.9849207      0.6877855
  1368.9217650     11.7162071      0.6880719
  1368.9231539     12.4837943      0.6880242
  1368.9245428     10.0478102      0.6876458
  1368.9259317     10.1601868      0.6876733
  1368.9273206     10.3699644      0.6874971
  1368.9287095      9.2450005      0.6873735
  1368.9300984      8.7075577      0.6872626
  1368.9314873      9.3596534      0.6873994
  1368.9328762      8.2533790      0.6869286
  1368.9342651      6.9971094      0.6868144
  1368.9356540      5.2758787      0.6862782
  1368.9370429      6.3666983      0.6867729
  1368.9384318      6.3664587      0.6865408
  1368.9398207      5.2623408      0.6862327
  1368.9412096      7.3392709      0.6868538
  1368.9425985      7.0003441      0.6868610
  1368.9439874      9.1184870      0.6873424
  1368.9453763      9.3942769      0.6873481
  1368.9467652      9.4905997      0.6876057
  1368.9481541     11.8676400      0.6880613
  1368.9495430     11.6005958      0.6879972
  1368.9509319     14.5389200      0.6889174
  1368.9523208     12.5583127      0.6882989
  1368.9537097     14.1890910      0.6889824
  1368.9550986     13.7879857      0.6886475
  1368.9564875     13.1110905      0.6885363
  1368.9578764     12.0102073      0.6880978
  1368.9592653     12.4377894      0.6883227
  1368.9606542     12.6560731      0.6881730
  1368.9620431     12.6430144      0.6882182
  1368.9634320     12.0079310      0.6881964
  1368.9648209     11.6394125      0.6882197
  1368.9662098     11.1240137      0.6879919
  1368.9675987     11.5075078      0.6879792
  1368.9689876     10.9034537      0.6880055
  1368.9703765     11.1558817      0.6879520
  1368.9717654      9.3366509      0.6874613
  1368.9731543      9.9702967      0.6875171
  1368.9745432      8.6699391      0.6872586
  1368.9759321      8.5369561      0.6871730
  1368.9773210      8.0348556      0.6871713
  1368.9787099      5.3593824      0.6863465
  1368.9800988      5.9035343      0.6865051
  1368.9814877      7.0911559      0.6867790
  1368.9828766      7.0870826      0.6869217
  1368.9842655      7.4230143      0.6869210
  1368.9856544      8.0758288      0.6872007
  1368.9870433      9.8756512      0.6879183
  1368.9884322     10.1412577      0.6877789
  1368.9898211     11.9977476      0.6882793
  1368.9912100     12.8923275      0.6886549
  1368.9925989     14.3063796      0.6888354
  1368.9939878     13.1064181      0.6886334
  1368.9953767     14.9613506      0.6890646
  1368.9967656     14.6329665      0.6889600
  1368.9981545     14.0031545      0.6888290
  1368.9995434     13.1966309      0.6887735
  1369.0009323     14.0951643      0.6889034
  1369.0023212     12.9294669      0.6883506
  1369.0037101     11.3520016      0.6880879
  1369.0050990      8.9941300      0.6873243
  1369.0064879     10.0746464      0.6877741
  1369.0078768      8.7048022      0.6874833
  1369.0092657      6.8604125      0.6868971
  1369.0106546      6.3439355      0.6866298
  1369.0120435      5.1162992      0.6864256
  1369.0134324      5.8460281      0.6865225
  1369.0148213      7.3020118      0.6870678
  1369.0162102      5.4304265      0.6864567
  1369.0175991      8.3728240      0.6873093
  1369.0189880      8.5949415      0.6873403
  1369.0203769      9.0567877      0.6875190
  1369.0217658     12.0593271      0.6883274
  1369.0231547     12.7677309      0.6884552
  1369.0245436     14.2957170      0.6887616
  1369.0259325     14.7399519      0.6890206
  1369.0273214     13.6602741      0.6887079
  1369.0287103     15.6159621      0.6892884
  1369.0300992     13.3324891      0.6887064
  1369.0314881     13.2458705      0.6884419
  1369.0328770     11.3479282      0.6881274
  1369.0342659      9.7944238      0.6877503
  1369.0356548      9.6118418      0.6878086
  1369.0370437     10.0426586      0.6877248
  1369.0384326      9.6911523      0.6876079
  1369.0398215      9.4722696      0.6875174
  1369.0412104      8.6978535      0.6872970
  1369.0425993      9.1087828      0.6874188
  1369.0439882      8.6119537      0.6873066
  1369.0453771      7.9402101      0.6871945
  1369.0467660     10.8802116      0.6881951
  1369.0481549     10.1945707      0.6879693
  1369.0495438     10.8173143      0.6879508
  1369.0509327      9.2593770      0.6876582
  1369.0523216      9.5967464      0.6877288
  1369.0537105      9.5296559      0.6877644
  1369.0550994      9.7739372      0.6877384
  1369.0564883     10.4135732      0.6879231
  1369.0578772     10.3232407      0.6876996
  1369.0592661     11.0799256      0.6881196
  1369.0606550     11.1951775      0.6883133
  1369.0620439     12.9595378      0.6886559
  1369.0634328     13.6920223      0.6886112
  1369.0648217     12.6352271      0.6883936
  1369.0662106     10.9825246      0.6881096
  1369.0675995     11.8096546      0.6883173
  1369.0689884     12.2349604      0.6882329
  1369.0703773     10.4700011      0.6877137
  1369.0717662      9.8972160      0.6875880
  1369.0731551      8.9170957      0.6876075
  1369.0745440      8.3088484      0.6871427
  1369.0759329      8.9411764      0.6874721
  1369.0773218      9.1658098      0.6874842
  1369.0787107      6.7517499      0.6869114
  1369.0800996      8.8310761      0.6874942
  1369.0814885      8.4007385      0.6874584
  1369.0828774      9.2120543      0.6874533
  1369.0842663      9.1995946      0.6873715
  1369.0856552      8.1787408      0.6874569
  1369.0870441      9.6038149      0.6875519
  1369.0884330      9.7970595      0.6876757
  1369.0898219      9.5090495      0.6875610
  1369.0912108      9.8525289      0.6875466
  1369.0925997      8.4889146      0.6872595
  1369.0939886      8.5266530      0.6870996
  1369.0953775      7.7445694      0.6870114
  1369.0967664      7.7261195      0.6870789
  1369.0981553      6.0354390      0.6866468
  1369.0995442      7.7734423      0.6868833
  1369.1009331      8.5385136      0.6872647
  1369.1023220      9.9549617      0.6878330
  1369.1037109      9.0351031      0.6873821
  1369.1050998     10.4132138      0.6875982
  1369.1064887      9.7152330      0.6875866
  1369.1078776     10.8899158      0.6880196
  1369.1092665      9.4354896      0.6875180
  1369.1106554     10.7862849      0.6879640
  1369.1120443     10.4273507      0.6877656
  1369.1134332     10.4805439      0.6878278
  1369.1148221      9.5931523      0.6876346
  1369.1162110      8.5286896      0.6873170
  1369.1175999      7.2723003      0.6869044
  1369.1189888      8.0197603      0.6870344
  1369.1203777      5.8657959      0.6865010
  1369.1217666      5.2356244      0.6863034
  1369.1231555      2.5995070      0.6855652
  1369.1245444      3.6598363      0.6857202
  1369.1259333      1.8672022      0.6852113
  1369.1273222      0.6645451      0.6849414
  1369.1287111      0.4165499      0.6850679
  1369.1301000     -1.4658777      0.6844260
  1369.1314889     -0.3706852      0.6846956
  1369.1328778      2.8340841      0.6855566
  1369.1342667      2.7390791      0.6854293
  1369.1356556      4.8511719      0.6861683
  1369.1370445      4.4531815      0.6860450
  1369.1384334      5.8931113      0.6864183
  1369.1398223      7.0452708      0.6868758
  1369.1412112      7.3090802      0.6870266
  1369.1426001     11.1018498      0.6877273
  1369.1439890      9.5461889      0.6874374
  1369.1453779      9.6588051      0.6876623
  1369.1467668      8.4915502      0.6871137
  1369.1481557      9.9682600      0.6875498
  1369.1495446      9.8070032      0.6874478
  1369.1509335      8.1326161      0.6871208
  1369.1523224      7.5432979      0.6869490
  1369.1537113      7.5691757      0.6870052
  1369.1551002      5.2387393      0.6861297
  1369.1564891      5.3513555      0.6862539
  1369.1578780      3.8467313      0.6859490
  1369.1592669      3.7471738      0.6859769
  1369.1606558      2.8502577      0.6858131
  1369.1620447      0.6589742      0.6850387
  1369.1634336      0.1513627      0.6848029
  1369.1648225      0.5442015      0.6850454
  1369.1662114     -0.4306474      0.6848887
  1369.1676003     -0.4437660      0.6844071
  1369.1689892     -2.3352987      0.6840306
  1369.1703781     -0.9919313      0.6844232
  1369.1717670     -1.4870232      0.6841245
  1369.1731559     -0.9597039      0.6844578
  1369.1745448     -1.6161125      0.6841968
  1369.1759337      1.2414036      0.6849326
  1369.1773226      0.4867553      0.6849821
  1369.1787115      1.6573647      0.6852881
  1369.1801004      3.2911381      0.6856600
  1369.1814893      3.9081910      0.6860280
  1369.1828782      4.0681898      0.6858711
  1369.1842671      5.3475218      0.6863453
  1369.1856560      5.1176170      0.6863272
  1369.1870449      5.9089255      0.6865338
  1369.1884338      6.9005470      0.6868051
  1369.1898227      6.1003730      0.6865216
  1369.1912116      4.4982280      0.6861750
  1369.1926005      3.9449110      0.6858304
  1369.1939894      4.6180324      0.6862375
  1369.1953783      3.0462578      0.6856043
  1369.1967672      2.9063262      0.6858759
  1369.1981561      0.8724657      0.6852229
  1369.1995450     -1.0373971      0.6845298
  1369.2009339     -0.4977379      0.6847569
  1369.2023228     -3.4016183      0.6836242
  1369.2037117     -2.6944126      0.6841910
  1369.2051006     -6.3544389      0.6829848
  1369.2064895     -5.8038775      0.6831712
  1369.2078784     -5.1288991      0.6832001
  1369.2092673     -7.4319003      0.6827167
  1369.2106562     -7.8404335      0.6822799
  1369.2120451     -7.8310288      0.6825783
  1369.2134340     -7.6135238      0.6826321
  1369.2148229     -5.4983162      0.6833707
  1369.2162118     -5.4624947      0.6832630
  1369.2176007     -6.0543287      0.6830682
  1369.2189896     -1.5852629      0.6843827
  1369.2203785     -1.8846542      0.6840675
  1369.2217674      0.6310598      0.6851349
  1369.2231563      2.0609859      0.6853690
  1369.2245452      2.3719983      0.6854282
  1369.2259341      3.7038046      0.6857527
  1369.2273230      3.7738902      0.6860014
  1369.2287119      0.7645219      0.6850981
  1369.2301008      1.6913891      0.6854064
  1369.2314897     -0.3799102      0.6847926
  1369.2328786     -1.2405255      0.6846651
  1369.2342675     -0.6749886      0.6845325
  1369.2356564     -3.1352930      0.6840559
  1369.2370453     -1.6086846      0.6844032
  1369.2384342     -3.1663223      0.6837926
  1369.2398231     -4.3690393      0.6834938
  1369.2412120     -4.3991702      0.6834680
  1369.2426009     -6.6809659      0.6829357
  1369.2439898     -6.7354171      0.6829577
  1369.2453787     -6.8581567      0.6827993
  1369.2467676     -8.1987087      0.6824972
  1369.2481565     -8.0656060      0.6824031
  1369.2495454    -10.2508993      0.6819214
  1369.2509343    -10.4930241      0.6819066
  1369.2523232    -10.7791770      0.6817299
  1369.2537121    -12.3322023      0.6812748
  1369.2551010    -10.6266659      0.6818886
  1369.2564899    -11.4766187      0.6815992
  1369.2578788     -9.3859709      0.6823007
  1369.2592677     -8.4172920      0.6824170
  1369.2606566     -8.5444045      0.6822882
  1369.2620455     -6.9569355      0.6828182
  1369.2634344     -5.1758625      0.6834733
  1369.2648233     -5.1613661      0.6833847
  1369.2662122     -4.1383558      0.6838023
  1369.2676011     -3.1968725      0.6839216
  1369.2689900     -2.6522414      0.6840639
  1369.2703789     -3.3811317      0.6838518
  1369.2717678     -3.1228932      0.6841249
  1369.2731567     -2.9309665      0.6842294
  1369.2745456     -2.4203000      0.6841943
  1369.2759345     -4.6500407      0.6833695
  1369.2773234     -2.8579457      0.6840760
  1369.2787123     -3.9810526      0.6836676
  1369.2801012     -6.2110928      0.6831001
  1369.2814901     -6.1915048      0.6830436
  1369.2828790     -7.2574650      0.6827756
  1369.2842679     -7.9819226      0.6826794
  1369.2856568     -8.1909814      0.6826110
  1369.2870457     -9.2580198      0.6822191
  1369.2884346    -11.6000173      0.6814931
  1369.2898235    -12.9820217      0.6810528
  1369.2912124    -13.5470794      0.6808656
  1369.2926013    -14.1322643      0.6806971
  1369.2939902    -16.6861360      0.6798705
  1369.2953791    -16.4417349      0.6799818
  1369.2967680    -16.4596456      0.6800255
  1369.2981569    -15.8433116      0.6801911
  1369.2995458    -15.7285988      0.6802049
  1369.3009347    -15.7525597      0.6804281
  1369.3023236    -14.1977973      0.6807106
  1369.3037125    -12.8431683      0.6811088
  1369.3051014    -10.8599851      0.6816022
  1369.3064903    -10.3127783      0.6816530
  1369.3078792     -9.8757316      0.6820098
  1369.3092681     -6.5548118      0.6829078
  1369.3106570     -5.8541354      0.6833318
  1369.3120459     -4.3717349      0.6834004
